univName,greV,greQ,toeflScore,cgpa_converted
University of Pennsylvania,130.0,161.702,106.0,2.28
University of Pennsylvania,152.0,168.0,103.0,3.672
University of Pennsylvania,138.298,170.213,108.0,3.12
University of Pennsylvania,130.0,170.213,120.0,2.76
University of Pennsylvania,160.0,162.0,113.0,3.12
University of Pennsylvania,131.915,170.213,120.0,2.628
University of Pennsylvania,130.0,170.213,103.0,3.452
University of Pennsylvania,130.0,170.213,120.0,2.76
University of Pennsylvania,148.936,165.957,116.0,3.496
University of Pennsylvania,150.0,165.0,107.0,3.84
University of Pennsylvania,156.0,169.0,111.0,3.704
University of Pennsylvania,150.0,168.0,109.0,3.72
University of Pennsylvania,130.0,163.83,120.0,2.636
University of Pennsylvania,130.0,155.319,101.0,2.88
University of Pennsylvania,130.0,283.83,113.0,2.928
University of Pennsylvania,155.319,170.213,118.0,3.2
University of Pennsylvania,148.936,170.213,115.0,2.8
University of Pennsylvania,144.681,170.213,114.0,0.354
University of Pennsylvania,148.936,170.213,116.0,3.28
University of Pennsylvania,130.0,165.957,113.0,3.0
University of Pennsylvania,156.0,166.0,112.0,2.996
University of Pennsylvania,168.0,168.0,111.0,3.035
University of Pennsylvania,138.298,163.83,110.0,3.676
University of Pennsylvania,159.0,167.0,109.0,3.151
University of Pennsylvania,130.0,153.191,101.0,3.12
University of Pennsylvania,130.0,170.213,107.0,3.08
University of Pennsylvania,140.426,165.957,98.0,3.652
University of Pennsylvania,138.298,159.574,105.0,3.2
University of Pennsylvania,153.191,168.085,116.0,3.56
University of Pennsylvania,154.0,168.0,111.0,2.916
University of Pennsylvania,130.0,170.213,120.0,3.24
University of Pennsylvania,151.0,164.0,114.0,3.944
University of Pennsylvania,130.0,161.702,104.0,2.988
University of Pennsylvania,130.0,165.957,115.0,3.01
University of Pennsylvania,130.0,155.319,105.0,2.952
University of Pennsylvania,130.0,168.085,112.0,3.72
University of Pennsylvania,130.0,168.085,102.0,3.28
University of Pennsylvania,130.0,170.213,105.0,3.28
University of Pennsylvania,130.0,163.83,105.0,2.92
University of Pennsylvania,144.681,170.213,106.0,3.464
University of Pennsylvania,130.0,168.085,105.0,3.58
University of Pennsylvania,153.0,162.0,114.0,3.319
University of Pennsylvania,138.298,168.085,110.0,3.62
University of Pennsylvania,157.0,170.0,110.0,3.324
University of Pennsylvania,162.0,162.0,114.0,3.476
University of Pennsylvania,131.915,170.213,107.0,3.28
University of Pennsylvania,146.809,159.574,113.0,3.508
University of Pennsylvania,130.0,157.447,115.0,3.312
University of Pennsylvania,151.064,157.447,117.0,3.692
University of Pennsylvania,130.0,170.213,111.0,3.2
University of Pennsylvania,130.0,170.213,113.0,3.0
University of Pennsylvania,136.17,163.83,116.0,2.876
University of Pennsylvania,152.0,166.0,105.0,3.16
University of Pennsylvania,130.0,170.213,108.0,2.976
University of Pennsylvania,151.064,170.213,115.0,3.02
University of Pennsylvania,152.0,167.0,107.0,2.94
University of Pennsylvania,155.0,163.0,116.0,3.688
University of Pennsylvania,154.0,170.0,113.0,3.148
University of Pennsylvania,154.0,164.0,104.0,3.0
University of Pennsylvania,130.0,159.574,110.0,3.31
University of Pennsylvania,130.0,165.957,116.0,3.932
University of Pennsylvania,130.0,161.702,99.0,2.8
University of Pennsylvania,130.0,155.319,113.0,3.76
University of Pennsylvania,154.0,168.0,109.0,3.644
University of Pennsylvania,159.0,161.0,114.0,3.24
University of Pennsylvania,154.0,170.0,110.0,3.684
University of Pennsylvania,155.0,165.0,110.0,3.656
University of Pennsylvania,150.0,165.0,107.0,3.281
University of Pennsylvania,130.0,168.085,107.0,3.404
University of Pennsylvania,166.0,165.0,107.0,3.88
University of Pennsylvania,130.0,170.213,120.0,3.264
University of Pennsylvania,130.0,163.83,116.0,3.147
University of Pennsylvania,162.0,167.0,117.0,3.948
University of Pennsylvania,130.0,165.957,118.0,3.333
University of Pennsylvania,163.0,166.0,116.0,3.348
University of Pennsylvania,162.0,166.0,118.0,3.636
University of Pennsylvania,130.0,163.83,120.0,3.08
University of Pennsylvania,160.0,164.0,116.0,3.664
University of Pennsylvania,152.0,163.0,110.0,3.16
University of Pennsylvania,130.0,170.213,105.0,3.692
University of Pennsylvania,130.0,170.213,105.0,3.692
University of Pennsylvania,142.0,156.0,101.0,3.44
University of Pennsylvania,157.447,170.213,120.0,2.916
University of Pennsylvania,149.0,165.0,109.0,3.892
University of Pennsylvania,154.0,162.0,115.0,3.28
University of Pennsylvania,153.191,170.213,118.0,3.292
University of Pennsylvania,165.0,168.0,117.0,3.648
University of Pennsylvania,149.0,168.0,102.0,2.992
University of Pennsylvania,131.915,168.085,110.0,2.92
University of Pennsylvania,148.0,163.0,111.0,3.04
University of Pennsylvania,148.936,170.213,116.0,3.015
University of Pennsylvania,130.0,165.957,114.0,3.212
University of Pennsylvania,159.0,164.0,118.0,3.704
University of Pennsylvania,169.0,166.0,119.0,3.4
University of Pennsylvania,160.0,163.0,105.0,3.2
University of Pennsylvania,164.0,165.0,117.0,3.132
University of Pennsylvania,130.0,170.213,110.0,3.0
University of Pennsylvania,130.0,165.957,102.0,3.28
University of Pennsylvania,130.0,161.702,104.0,3.008
University of Pennsylvania,159.0,130.0,115.0,3.488
University of Pennsylvania,130.0,165.957,106.0,3.52
University of Pennsylvania,160.0,162.0,105.0,3.456
University of Pennsylvania,144.681,170.213,101.0,3.218
University of Pennsylvania,160.0,167.0,114.0,3.2
University of Pennsylvania,155.0,164.0,108.0,3.704
University of Pennsylvania,151.064,170.213,111.0,3.52
University of Pennsylvania,157.447,170.213,114.0,3.28
University of Pennsylvania,130.0,170.213,110.0,3.12
University of Pennsylvania,131.915,170.213,114.0,3.08
University of Pennsylvania,150.0,161.0,112.0,3.096
University of Pennsylvania,130.0,165.957,104.0,3.68
University of Pennsylvania,148.936,168.085,119.0,2.9
University of Pennsylvania,136.17,159.574,107.0,3.24
University of Pennsylvania,155.319,163.83,120.0,3.16
University of Pennsylvania,130.0,157.447,99.0,3.2
University of Pennsylvania,130.0,163.83,115.0,3.44
University of Pennsylvania,154.0,163.0,112.0,3.924
University of Pennsylvania,130.0,157.447,112.0,3.44
University of Pennsylvania,155.0,169.0,113.0,3.992
University of North Carolina Charlotte,145.0,159.0,99.0,3.032
University of North Carolina Charlotte,152.0,165.0,101.0,3.448
University of North Carolina Charlotte,130.0,163.83,102.0,2.6
University of North Carolina Charlotte,148.0,158.0,97.0,3.04
University of North Carolina Charlotte,152.0,160.0,100.0,2.92
University of North Carolina Charlotte,146.0,158.0,92.0,2.98
University of North Carolina Charlotte,152.0,161.0,92.0,2.5
University of North Carolina Charlotte,130.0,153.191,105.0,2.64
University of North Carolina Charlotte,150.0,165.0,101.0,3.08
University of North Carolina Charlotte,130.0,168.085,85.0,2.54
University of North Carolina Charlotte,130.0,165.957,113.0,2.8
University of North Carolina Charlotte,147.0,158.0,98.0,2.584
University of North Carolina Charlotte,156.0,162.0,109.0,2.932
University of North Carolina Charlotte,149.0,155.0,93.0,3.04
University of North Carolina Charlotte,152.0,163.0,100.0,2.928
University of North Carolina Charlotte,130.0,159.574,100.0,2.32
University of North Carolina Charlotte,154.0,159.0,103.0,2.8
University of North Carolina Charlotte,130.0,168.085,102.0,2.12
University of North Carolina Charlotte,136.17,170.213,109.0,3.36
University of North Carolina Charlotte,150.0,165.0,100.0,2.996
University of North Carolina Charlotte,152.0,161.0,97.0,2.282
University of North Carolina Charlotte,130.0,163.83,111.0,2.56
University of North Carolina Charlotte,130.0,161.702,92.0,3.02
University of North Carolina Charlotte,152.0,168.0,104.0,2.76
University of North Carolina Charlotte,147.0,158.0,100.0,3.208
University of North Carolina Charlotte,130.0,170.213,100.0,3.144
University of North Carolina Charlotte,146.0,162.0,102.0,2.889
University of North Carolina Charlotte,130.0,151.064,103.0,2.68
University of North Carolina Charlotte,148.0,160.0,99.0,3.232
University of North Carolina Charlotte,141.0,161.0,89.0,2.729
University of North Carolina Charlotte,130.0,170.213,91.0,2.6
University of North Carolina Charlotte,130.0,165.957,104.0,2.44
University of North Carolina Charlotte,154.0,158.0,104.0,3.468
University of North Carolina Charlotte,147.0,160.0,95.0,3.0
University of North Carolina Charlotte,130.0,151.064,99.0,2.56
University of North Carolina Charlotte,152.0,158.0,102.0,2.68
University of North Carolina Charlotte,155.0,165.0,103.0,2.6
University of North Carolina Charlotte,154.0,162.0,106.0,2.84
University of North Carolina Charlotte,149.0,161.0,103.0,2.68
University of North Carolina Charlotte,152.0,161.0,105.0,2.24
University of North Carolina Charlotte,151.0,166.0,88.0,2.52
University of North Carolina Charlotte,130.0,144.681,100.0,3.04
University of North Carolina Charlotte,157.0,162.0,116.0,2.8
University of North Carolina Charlotte,150.0,159.0,102.0,2.431
University of North Carolina Charlotte,143.0,158.0,91.0,2.368
University of North Carolina Charlotte,144.0,164.0,98.0,2.8
University of North Carolina Charlotte,158.0,161.0,111.0,2.6
University of North Carolina Charlotte,152.0,162.0,100.0,3.048
University of North Carolina Charlotte,130.0,163.83,120.0,2.748
University of North Carolina Charlotte,150.0,155.0,106.0,2.88
University of North Carolina Charlotte,130.0,148.936,111.0,2.689
University of North Carolina Charlotte,146.0,161.0,103.0,2.805
University of North Carolina Charlotte,150.0,159.0,101.0,2.44
University of North Carolina Charlotte,130.0,170.213,102.0,2.6
University of North Carolina Charlotte,130.0,163.83,104.0,2.84
University of North Carolina Charlotte,142.0,163.0,89.0,0.328
University of North Carolina Charlotte,130.0,163.83,97.0,3.436
University of North Carolina Charlotte,157.0,165.0,110.0,2.492
University of North Carolina Charlotte,145.0,169.0,105.0,2.32
University of North Carolina Charlotte,150.0,163.0,107.0,2.28
University of North Carolina Charlotte,130.0,151.064,112.0,2.36
University of North Carolina Charlotte,145.0,168.0,87.0,3.2
University of North Carolina Charlotte,150.0,161.0,105.0,2.852
University of North Carolina Charlotte,157.0,159.0,110.0,2.6
University of North Carolina Charlotte,136.0,156.0,7.0,2.8
University of North Carolina Charlotte,157.0,163.0,97.0,3.376
University of North Carolina Charlotte,130.0,140.426,92.0,2.502
University of North Carolina Charlotte,156.0,168.0,105.0,2.552
University of North Carolina Charlotte,149.0,163.0,94.0,2.6
University of North Carolina Charlotte,153.0,160.0,105.0,2.4
University of North Carolina Charlotte,148.0,159.0,95.0,3.08
University of North Carolina Charlotte,159.0,155.0,114.0,2.994
University of North Carolina Charlotte,150.0,156.0,98.0,3.108
University of North Carolina Charlotte,151.0,159.0,98.0,2.44
University of North Carolina Charlotte,147.0,155.0,101.0,2.629
University of North Carolina Charlotte,149.0,161.0,90.0,3.068
University of North Carolina Charlotte,130.0,168.085,99.0,2.338
University of North Carolina Charlotte,152.0,153.0,91.0,3.28
University of North Carolina Charlotte,159.574,130.0,91.0,3.2
University of North Carolina Charlotte,154.0,162.0,106.0,3.374
University of North Carolina Charlotte,155.0,162.0,102.0,3.104
University of North Carolina Charlotte,130.0,159.574,101.0,2.936
University of North Carolina Charlotte,145.0,161.0,102.0,3.128
University of North Carolina Charlotte,149.0,158.0,109.0,2.88
University of North Carolina Charlotte,130.0,148.936,87.0,2.44
University of North Carolina Charlotte,148.0,156.0,103.0,3.044
University of North Carolina Charlotte,136.17,165.957,105.0,2.28
University of North Carolina Charlotte,148.0,160.0,96.0,2.96
University of North Carolina Charlotte,150.0,159.0,113.0,3.16
University of North Carolina Charlotte,130.0,155.319,108.0,2.96
University of North Carolina Charlotte,156.0,164.0,113.0,2.84
University of North Carolina Charlotte,130.0,165.957,105.0,3.063
University of North Carolina Charlotte,130.0,170.213,95.0,2.8
University of North Carolina Charlotte,154.0,164.0,108.0,2.896
University of North Carolina Charlotte,153.0,166.0,113.0,2.6
University of North Carolina Charlotte,130.0,168.085,105.0,3.32
University of North Carolina Charlotte,159.0,166.0,113.0,2.411
University of North Carolina Charlotte,130.0,144.681,99.0,3.2
University of North Carolina Charlotte,158.0,155.0,114.0,3.36
University of North Carolina Charlotte,154.0,167.0,103.0,2.532
University of North Carolina Charlotte,158.0,167.0,109.0,2.68
University of North Carolina Charlotte,151.0,161.0,102.0,2.728
University of North Carolina Charlotte,139.0,158.0,101.0,2.992
University of North Carolina Charlotte,130.0,144.681,102.0,2.52
University of North Carolina Charlotte,150.0,161.0,98.0,2.52
University of North Carolina Charlotte,130.0,153.191,98.0,2.952
University of North Carolina Charlotte,130.0,157.447,90.0,2.96
University of North Carolina Charlotte,130.0,159.574,91.0,2.72
University of North Carolina Charlotte,130.0,163.83,102.0,2.405
University of North Carolina Charlotte,130.0,151.064,101.0,3.28
University of North Carolina Charlotte,144.0,166.0,90.0,2.64
University of North Carolina Charlotte,130.0,153.191,107.0,2.32
University of North Carolina Charlotte,149.0,166.0,104.0,2.72
University of North Carolina Charlotte,130.0,170.213,98.0,2.64
University of North Carolina Charlotte,130.0,170.213,104.0,2.96
University of North Carolina Charlotte,150.0,169.0,112.0,2.992
University of North Carolina Charlotte,152.0,159.0,105.0,2.96
University of North Carolina Charlotte,130.0,163.83,107.0,2.383
University of North Carolina Charlotte,157.0,162.0,109.0,3.292
University of North Carolina Charlotte,149.0,161.0,102.0,3.584
University of North Carolina Charlotte,130.0,157.447,120.0,2.8
University of North Carolina Charlotte,153.0,165.0,100.0,2.72
University of North Carolina Charlotte,130.0,168.085,110.0,2.348
University of North Carolina Charlotte,130.0,155.319,98.0,2.8
University of North Carolina Charlotte,146.0,165.0,94.0,3.34
University of North Carolina Charlotte,130.0,163.83,109.0,2.8
University of North Carolina Charlotte,147.0,158.0,101.0,0.32
University of North Carolina Charlotte,153.0,159.0,107.0,2.4
University of North Carolina Charlotte,130.0,157.447,95.0,2.68
University of North Carolina Charlotte,145.0,154.0,94.0,3.24
University of North Carolina Charlotte,146.0,159.0,92.0,3.16
University of North Carolina Charlotte,150.0,164.0,105.0,2.72
University of North Carolina Charlotte,130.0,165.957,104.0,2.48
University of North Carolina Charlotte,147.0,162.0,95.0,2.48
University of North Carolina Charlotte,130.0,170.213,108.0,2.748
University of North Carolina Charlotte,130.0,170.213,103.0,2.4
University of North Carolina Charlotte,130.0,170.213,120.0,3.12
University of North Carolina Charlotte,146.0,161.0,100.0,2.864
University of North Carolina Charlotte,130.0,155.319,87.0,2.72
University of North Carolina Charlotte,145.0,163.0,101.0,3.464
University of North Carolina Charlotte,130.0,168.085,88.0,3.456
University of North Carolina Charlotte,148.0,163.0,103.0,3.38
University of North Carolina Charlotte,160.0,161.0,110.0,3.352
University of North Carolina Charlotte,130.0,159.574,110.0,2.624
University of North Carolina Charlotte,130.0,130.0,104.0,2.32
University of North Carolina Charlotte,150.0,158.0,92.0,3.908
University of North Carolina Charlotte,148.0,163.0,96.0,3.484
University of North Carolina Charlotte,130.0,168.085,93.0,3.2
University of North Carolina Charlotte,130.0,146.809,115.0,2.75
University of North Carolina Charlotte,144.0,155.0,96.0,3.08
University of North Carolina Charlotte,149.0,154.0,108.0,2.96
University of North Carolina Charlotte,145.0,159.0,112.0,3.376
University of North Carolina Charlotte,130.0,153.191,104.0,2.92
University of North Carolina Charlotte,162.0,163.0,8.0,3.276
University of North Carolina Charlotte,130.0,170.213,106.0,2.88
University of North Carolina Charlotte,142.0,163.0,95.0,2.6
University of North Carolina Charlotte,152.0,162.0,111.0,2.68
University of North Carolina Charlotte,134.043,161.702,114.0,2.732
University of North Carolina Charlotte,154.0,164.0,109.0,2.793
University of North Carolina Charlotte,139.0,159.0,98.0,2.72
University of North Carolina Charlotte,130.0,170.213,96.0,2.76
University of North Carolina Charlotte,150.0,161.0,7.0,2.842
University of North Carolina Charlotte,162.0,148.0,105.0,2.56
University of North Carolina Charlotte,162.0,167.0,8.0,3.408
University of North Carolina Charlotte,158.0,165.0,115.0,3.552
University of North Carolina Charlotte,154.0,154.0,8.0,2.72
University of North Carolina Charlotte,149.0,161.0,108.0,2.6
University of North Carolina Charlotte,147.0,161.0,98.0,3.107
University of North Carolina Charlotte,150.0,170.0,106.0,3.24
University of North Carolina Charlotte,130.0,140.426,95.0,2.76
University of North Carolina Charlotte,155.0,159.0,108.0,2.788
University of North Carolina Charlotte,130.0,155.319,102.0,2.92
University of North Carolina Charlotte,151.0,160.0,102.0,3.436
University of North Carolina Charlotte,130.0,168.085,102.0,2.312
University of North Carolina Charlotte,163.0,163.0,110.0,2.949
University of North Carolina Charlotte,130.0,159.574,103.0,3.12
University of North Carolina Charlotte,145.0,155.0,87.0,2.96
University of North Carolina Charlotte,146.0,161.0,87.0,2.988
University of North Carolina Charlotte,153.0,165.0,98.0,2.8
University of North Carolina Charlotte,130.0,159.574,113.0,2.52
University of North Carolina Charlotte,145.0,160.0,100.0,2.6
University of North Carolina Charlotte,148.0,161.0,90.0,3.12
University of North Carolina Charlotte,155.0,168.0,110.0,2.2
University of North Carolina Charlotte,142.553,165.957,113.0,2.44
University of North Carolina Charlotte,155.0,163.0,112.0,3.08
University of North Carolina Charlotte,159.0,162.0,108.0,3.76
University of North Carolina Charlotte,159.0,162.0,108.0,3.76
University of North Carolina Charlotte,152.0,161.0,105.0,3.034
University of North Carolina Charlotte,130.0,151.064,88.0,2.256
University of North Carolina Charlotte,145.0,161.0,100.0,3.0
University of North Carolina Charlotte,149.0,164.0,109.0,3.08
University of North Carolina Charlotte,130.0,153.191,116.0,2.52
University of North Carolina Charlotte,151.0,160.0,93.0,2.94
University of North Carolina Charlotte,130.0,170.213,100.0,2.135
University of North Carolina Charlotte,141.0,160.0,91.0,3.104
University of North Carolina Charlotte,130.0,170.213,101.0,2.496
University of North Carolina Charlotte,130.0,165.957,99.0,2.8
University of North Carolina Charlotte,156.0,163.0,113.0,3.312
University of North Carolina Charlotte,150.0,159.0,93.0,2.88
University of North Carolina Charlotte,158.0,162.0,113.0,2.44
University of North Carolina Charlotte,130.0,151.064,90.0,3.32
University of North Carolina Charlotte,130.0,151.064,100.0,2.4
University of North Carolina Charlotte,150.0,159.0,106.0,3.344
University of North Carolina Charlotte,130.0,168.085,104.0,3.28
University of North Carolina Charlotte,130.0,153.191,95.0,2.76
University of North Carolina Charlotte,154.0,160.0,104.0,3.268
University of North Carolina Charlotte,150.0,159.0,101.0,2.557
University of North Carolina Charlotte,130.0,163.83,97.0,3.0
University of North Carolina Charlotte,130.0,163.83,110.0,2.48
University of North Carolina Charlotte,130.0,144.681,102.0,3.016
University of North Carolina Charlotte,149.0,168.0,95.0,2.68
University of North Carolina Charlotte,130.0,161.702,90.0,2.579
University of North Carolina Charlotte,151.0,162.0,99.0,2.74
University of North Carolina Charlotte,130.0,165.957,88.0,3.42
University of North Carolina Charlotte,150.0,162.0,94.0,2.573
University of North Carolina Charlotte,154.0,164.0,113.0,2.766
University of North Carolina Charlotte,150.0,160.0,114.0,2.76
University of North Carolina Charlotte,149.0,156.0,100.0,3.644
University of North Carolina Charlotte,139.0,157.0,90.0,3.16
University of North Carolina Charlotte,130.0,153.191,107.0,2.869
University of North Carolina Charlotte,146.0,169.0,86.0,3.128
University of North Carolina Charlotte,130.0,170.213,100.0,2.776
University of North Carolina Charlotte,130.0,157.447,113.0,2.96
University of North Carolina Charlotte,155.0,159.0,104.0,2.5
University of North Carolina Charlotte,139.0,162.0,88.0,2.672
University of North Carolina Charlotte,150.0,152.0,102.0,3.82
University of North Carolina Charlotte,142.0,156.0,87.0,3.067
University of North Carolina Charlotte,142.0,157.0,100.0,3.164
University of North Carolina Charlotte,148.0,160.0,98.0,3.16
University of North Carolina Charlotte,147.0,160.0,97.0,2.64
University of North Carolina Charlotte,157.0,161.0,114.0,3.13
University of North Carolina Charlotte,130.0,165.957,110.0,2.538
University of North Carolina Charlotte,149.0,161.0,101.0,2.618
University of North Carolina Charlotte,130.0,148.936,103.0,2.52
University of North Carolina Charlotte,140.426,170.213,114.0,2.296
University of North Carolina Charlotte,152.0,164.0,106.0,2.44
University of North Carolina Charlotte,153.0,159.0,104.0,3.092
University of North Carolina Charlotte,144.681,153.191,106.0,2.688
University of North Carolina Charlotte,146.0,156.0,87.0,3.47
University of North Carolina Charlotte,148.0,165.0,93.0,3.16
University of North Carolina Charlotte,144.0,161.0,97.0,2.628
University of North Carolina Charlotte,130.0,168.085,101.0,3.046
University of North Carolina Charlotte,153.0,160.0,100.0,2.44
University of North Carolina Charlotte,138.298,170.213,110.0,3.024
University of North Carolina Charlotte,158.0,168.0,110.0,2.88
University of North Carolina Charlotte,130.0,151.064,100.0,3.28
University of North Carolina Charlotte,146.0,165.0,97.0,2.16
University of North Carolina Charlotte,143.0,160.0,98.0,3.44
University of North Carolina Charlotte,130.0,170.213,108.0,3.352
University of North Carolina Charlotte,149.0,162.0,101.0,2.5
University of North Carolina Charlotte,130.0,153.191,94.0,3.04
University of North Carolina Charlotte,152.0,159.0,103.0,3.588
University of North Carolina Charlotte,130.0,157.447,96.0,3.36
University of North Carolina Charlotte,152.0,159.0,115.0,2.2
University of North Carolina Charlotte,151.0,162.0,104.0,2.56
University of North Carolina Charlotte,144.0,157.0,99.0,0.0
University of North Carolina Charlotte,144.0,165.0,85.0,3.1
University of North Carolina Charlotte,130.0,170.213,102.0,2.48
University of North Carolina Charlotte,147.0,159.0,106.0,3.188
University of North Carolina Charlotte,155.0,165.0,112.0,2.846
University of North Carolina Charlotte,151.0,156.0,103.0,3.008
University of North Carolina Charlotte,159.0,140.0,97.0,3.2
University of North Carolina Charlotte,150.0,160.0,100.0,3.668
University of North Carolina Charlotte,149.0,163.0,100.0,2.888
University of North Carolina Charlotte,130.0,170.213,111.0,2.8
University of North Carolina Charlotte,130.0,155.319,96.0,2.785
University of North Carolina Charlotte,155.0,165.0,108.0,2.76
University of North Carolina Charlotte,150.0,159.0,6.0,3.08
University of North Carolina Charlotte,149.0,159.0,99.0,3.08
University of North Carolina Charlotte,152.0,163.0,103.0,2.928
University of North Carolina Charlotte,153.0,161.0,96.0,2.29
University of North Carolina Charlotte,130.0,151.064,104.0,2.68
University of North Carolina Charlotte,151.0,161.0,90.0,2.8
University of North Carolina Charlotte,130.0,170.213,108.0,2.32
University of North Carolina Charlotte,153.0,170.0,103.0,2.88
University of North Carolina Charlotte,130.0,161.702,102.0,2.6
University of North Carolina Charlotte,130.0,165.957,120.0,2.48
University of North Carolina Charlotte,141.0,164.0,98.0,2.718
University of North Carolina Charlotte,151.0,170.0,102.0,2.92
University of North Carolina Charlotte,130.0,140.426,111.0,2.632
University of North Carolina Charlotte,153.0,158.0,109.0,2.696
University of North Carolina Charlotte,130.0,170.213,99.0,2.84
University of North Carolina Charlotte,158.0,164.0,105.0,2.258
University of North Carolina Charlotte,130.0,151.064,95.0,2.728
University of North Carolina Charlotte,151.0,161.0,109.0,3.384
University of North Carolina Charlotte,130.0,165.957,106.0,3.144
University of North Carolina Charlotte,152.0,164.0,105.0,2.792
University of North Carolina Charlotte,130.0,148.936,99.0,2.88
University of North Carolina Charlotte,130.0,148.936,99.0,2.88
University of North Carolina Charlotte,151.0,154.0,89.0,2.24
University of North Carolina Charlotte,143.0,162.0,99.0,3.6
University of North Carolina Charlotte,147.0,162.0,101.0,3.16
University of North Carolina Charlotte,130.0,155.319,98.0,2.948
University of North Carolina Charlotte,130.0,159.574,120.0,2.76
University of North Carolina Charlotte,144.0,161.0,7.0,2.16
University of North Carolina Charlotte,134.043,163.83,105.0,2.2
University of North Carolina Charlotte,149.0,158.0,80.0,3.2
University of North Carolina Charlotte,130.0,146.809,104.0,0.325
University of North Carolina Charlotte,144.0,159.0,107.0,3.2
University of North Carolina Charlotte,143.0,158.0,90.0,2.88
University of North Carolina Charlotte,130.0,161.702,86.0,2.608
University of North Carolina Charlotte,130.0,165.957,113.0,3.228
University of North Carolina Charlotte,148.0,168.0,96.0,3.16
University of North Carolina Charlotte,152.0,161.0,7.0,2.68
University of North Carolina Charlotte,149.0,165.0,92.0,0.331
University of North Carolina Charlotte,130.0,157.447,103.0,2.48
University of North Carolina Charlotte,130.0,163.83,103.0,2.88
University of North Carolina Charlotte,130.0,170.213,90.0,3.0
University of North Carolina Charlotte,152.0,161.0,104.0,2.94
University of North Carolina Charlotte,130.0,157.447,107.0,2.84
University of North Carolina Charlotte,152.0,162.0,114.0,2.68
University of North Carolina Charlotte,142.0,163.0,105.0,3.81
University of North Carolina Charlotte,130.0,161.702,91.0,2.52
University of North Carolina Charlotte,145.0,163.0,97.0,2.92
University of North Carolina Charlotte,145.0,162.0,91.0,2.616
University of North Carolina Charlotte,151.0,159.0,107.0,2.87
University of North Carolina Charlotte,153.0,161.0,111.0,3.52
University of North Carolina Charlotte,150.0,163.0,105.0,2.6
University of North Carolina Charlotte,145.0,158.0,114.0,2.972
University of North Carolina Charlotte,153.0,158.0,100.0,2.408
University of North Carolina Charlotte,131.915,170.213,103.0,2.724
University of North Carolina Charlotte,130.0,155.319,83.0,2.84
University of North Carolina Charlotte,150.0,158.0,110.0,3.712
University of North Carolina Charlotte,142.0,158.0,96.0,3.4
University of North Carolina Charlotte,130.0,151.064,101.0,2.72
University of North Carolina Charlotte,136.17,170.213,108.0,3.092
University of North Carolina Charlotte,145.0,156.0,92.0,3.303
University of North Carolina Charlotte,144.0,157.0,93.0,2.788
University of North Carolina Charlotte,130.0,170.213,107.0,3.0
University of North Carolina Charlotte,130.0,159.574,106.0,2.78
University of North Carolina Charlotte,130.0,159.574,110.0,2.44
University of North Carolina Charlotte,156.0,160.0,105.0,2.56
University of North Carolina Charlotte,141.0,161.0,85.0,3.424
University of North Carolina Charlotte,147.0,165.0,99.0,3.42
University of North Carolina Charlotte,130.0,161.702,88.0,2.81
University of North Carolina Charlotte,150.0,160.0,102.0,3.117
University of North Carolina Charlotte,155.0,168.0,119.0,3.516
University of North Carolina Charlotte,130.0,165.957,100.0,3.372
University of North Carolina Charlotte,153.0,164.0,108.0,3.0
University of North Carolina Charlotte,143.0,160.0,87.0,2.92
University of North Carolina Charlotte,151.0,162.0,101.0,2.56
University of North Carolina Charlotte,130.0,155.319,94.0,3.208
University of North Carolina Charlotte,152.0,160.0,102.0,2.24
University of North Carolina Charlotte,140.0,158.0,85.0,2.936
University of North Carolina Charlotte,130.0,165.957,93.0,2.72
University of North Carolina Charlotte,130.0,168.085,106.0,2.672
University of North Carolina Charlotte,151.0,162.0,106.0,2.41
University of North Carolina Charlotte,151.0,160.0,101.0,3.051
University of North Carolina Charlotte,130.0,161.702,114.0,3.396
University of North Carolina Charlotte,130.0,159.574,98.0,2.72
University of North Carolina Charlotte,130.0,73.0,120.0,2.44
University of North Carolina Charlotte,130.0,161.702,107.0,2.868
University of North Carolina Charlotte,130.0,159.574,100.0,2.68
University of North Carolina Charlotte,130.0,163.83,86.0,3.2
University of North Carolina Charlotte,140.426,165.957,120.0,2.44
University of North Carolina Charlotte,152.0,157.0,89.0,2.52
University of North Carolina Charlotte,150.0,159.0,108.0,2.76
University of North Carolina Charlotte,153.0,157.0,103.0,3.288
University of North Carolina Charlotte,151.0,162.0,98.0,2.28
University of North Carolina Charlotte,148.0,163.0,100.0,3.136
University of North Carolina Charlotte,146.0,158.0,97.0,2.72
University of North Carolina Charlotte,149.0,167.0,99.0,2.92
University of North Carolina Charlotte,130.0,165.957,109.0,3.28
University of North Carolina Charlotte,151.0,158.0,109.0,3.312
University of North Carolina Charlotte,143.0,163.0,106.0,49.064
University of North Carolina Charlotte,146.0,155.0,100.0,3.58
University of North Carolina Charlotte,151.0,162.0,102.0,2.778
University of North Carolina Charlotte,130.0,157.447,108.0,2.64
University of North Carolina Charlotte,149.0,158.0,90.0,2.538
University of North Carolina Charlotte,154.0,160.0,109.0,3.082
University of North Carolina Charlotte,149.0,159.0,95.0,2.924
University of North Carolina Charlotte,146.0,161.0,95.0,2.48
University of North Carolina Charlotte,130.0,157.447,99.0,2.709
University of North Carolina Charlotte,143.0,162.0,93.0,2.8
University of North Carolina Charlotte,143.0,164.0,96.0,2.96
